Week,Sample,Hawea:Start Storage [GWh],Hawea:End Storage [GWh],Hawea:Water Values [$/MWh],Hawea:Res Spill [GWh],Hawea:Res Inflow [GWh],Hawea:Res Release [GWh],Tekapo:Start Storage [GWh],Tekapo:End Storage [GWh],Tekapo:Water Values [$/MWh],Tekapo:Res Spill [GWh],Tekapo:Res Inflow [GWh],Tekapo:Res Release [GWh],Pukaki:Start Storage [GWh],Pukaki:End Storage [GWh],Pukaki:Water Values [$/MWh],Pukaki:Res Spill [GWh],Pukaki:Res Inflow [GWh],Pukaki:Res Release [GWh],Taupo:Start Storage [GWh],Taupo:End Storage [GWh],Taupo:Water Values [$/MWh],Taupo:Res Spill [GWh],Taupo:Res Inflow [GWh],Taupo:Res Release [GWh],WEEKStartDate,Total_Other_Storage,Season,Seasonal_Max_Other_Storage,Total_Other_Storage_Perc,Other_Storage_Level
7,62,189.971,187.883,207.207,0.0,6.389,8.476,223.825,171.586,184.898,0.0,28.731,80.969,1103.902,1033.109,206.423,0.0,70.491,141.285,0.0,28.103,340.727,0.0,38.16,10.057,2020-08-10,1249.1,Unknown,2610.26,0.48,Medium
8,62,187.883,181.358,204.756,0.0,4.504,11.03,171.586,123.348,206.317,0.0,26.191,74.429,1033.109,970.087,209.461,0.0,64.174,127.195,28.103,57.075,262.433,0.0,45.46,16.488,2020-08-17,1208.52,Unknown,2610.26,0.46,Medium
9,62,181.358,161.372,203.008,0.0,4.211,24.197,123.348,123.839,233.454,0.0,23.015,22.524,970.087,861.767,209.972,0.0,34.042,142.362,57.075,50.151,241.896,0.0,35.879,42.803,2020-08-24,1073.29,Unknown,2610.26,0.41,Medium
10,62,161.372,159.227,212.398,0.0,8.135,10.28,123.839,130.513,225.556,0.0,29.198,22.524,861.767,787.615,220.387,0.0,38.438,112.59,50.151,72.9,243.976,0.0,61.957,39.208,2020-08-31,1019.74,Unknown,2610.26,0.39,Low
11,62,159.227,134.526,183.455,0.0,5.57,30.27,130.513,120.888,191.202,0.0,30.39,40.015,787.615,726.683,202.827,0.0,42.904,103.836,72.9,64.011,213.044,0.0,44.36,53.249,2020-09-07,925.22,Unknown,2610.26,0.35,Low
12,62,134.526,126.173,242.794,0.0,2.946,11.299,120.888,69.375,218.489,0.0,23.552,75.064,726.683,700.753,240.777,0.0,67.764,93.693,64.011,65.105,282.271,0.0,37.289,36.195,2020-09-14,892.03,Unknown,2610.26,0.34,Low
13,62,126.173,115.263,253.073,0.0,4.41,15.32,69.375,76.944,281.132,0.0,31.206,23.637,700.753,622.161,245.588,0.0,40.762,119.354,65.105,71.978,300.825,0.0,36.794,29.922,2020-09-21,809.4,Unknown,2610.26,0.31,Low
14,62,115.263,132.168,260.969,0.0,17.753,0.848,76.944,85.315,254.546,0.0,32.007,23.637,622.161,579.202,252.767,0.0,46.654,89.613,71.978,80.342,299.706,0.0,34.576,26.211,2020-09-28,791.71,Unknown,2610.26,0.3,Low
15,62,132.168,156.719,244.121,0.0,25.398,0.848,85.315,167.743,236.743,0.0,105.578,23.15,579.202,705.014,256.868,0.0,125.813,0.0,80.342,112.654,296.504,0.0,47.41,15.098,2020-10-05,974.39,Unknown,2610.26,0.37,Low
16,62,156.719,164.789,160.62,0.0,8.918,0.848,167.743,150.083,162.736,0.0,50.656,68.316,705.014,769.815,192.499,0.0,89.431,24.631,112.654,58.793,187.379,0.0,32.342,86.204,2020-10-12,993.4,Unknown,2610.26,0.38,Low
17,62,164.789,176.702,242.113,0.0,12.761,0.848,150.083,148.864,204.934,0.0,66.288,67.506,769.815,836.537,242.717,0.0,91.667,24.944,58.793,94.177,341.14,0.0,56.562,21.177,2020-10-19,1107.42,Unknown,2610.26,0.42,Medium
18,62,176.702,166.261,182.563,0.0,9.464,19.905,148.864,121.589,186.8,0.0,46.982,74.257,836.537,867.627,197.248,0.0,85.921,54.831,94.177,98.542,237.878,0.0,49.056,44.691,2020-10-26,1132.43,Unknown,2610.26,0.43,Medium
19,62,166.261,173.324,242.036,0.0,7.91,0.848,121.589,83.824,221.238,0.0,41.23,78.994,867.627,875.387,231.047,0.0,86.744,78.985,98.542,106.932,284.479,0.0,49.027,40.637,2020-11-02,1155.64,Unknown,2610.26,0.44,Medium
20,62,173.324,173.769,249.666,0.0,5.691,5.246,83.824,49.303,253.726,0.0,36.573,71.095,875.387,849.189,242.485,0.0,74.163,100.361,106.932,99.573,290.145,0.0,47.651,55.01,2020-11-09,1122.53,Unknown,2610.26,0.43,Medium
21,62,173.769,159.061,250.998,0.0,5.353,20.061,49.303,59.207,296.055,0.0,34.653,24.749,849.189,762.06,249.045,0.0,49.452,136.581,99.573,123.679,298.026,0.0,88.661,64.555,2020-11-16,1044.8,Unknown,2610.26,0.4,Medium
22,62,159.061,151.95,272.081,0.0,6.832,13.943,59.207,75.666,280.367,0.0,41.207,24.749,762.06,667.563,263.251,0.0,56.304,150.801,123.679,122.61,302.942,0.0,69.425,70.494,2020-11-23,942.12,Unknown,2610.26,0.36,Low
23,62,151.95,159.045,284.426,0.0,7.942,0.848,75.666,98.97,269.379,0.0,48.054,24.749,667.563,613.486,278.371,0.0,59.216,113.293,122.61,106.979,308.071,0.0,48.361,63.993,2020-11-30,879.51,Unknown,2610.26,0.34,Low
24,62,159.045,159.756,273.887,0.0,7.319,6.608,98.97,63.998,253.646,0.0,44.596,79.568,613.486,576.236,281.408,0.0,96.481,133.732,106.979,85.605,324.651,0.0,48.482,69.856,2020-12-07,821.6,Unknown,2610.26,0.31,Low
25,62,159.756,167.949,279.134,0.0,9.041,0.848,63.998,46.134,289.195,0.0,53.748,71.612,576.236,570.318,290.53,0.0,99.891,105.808,85.605,72.65,341.537,0.0,42.489,55.444,2020-12-14,810.92,Unknown,2610.26,0.31,Low
26,62,167.949,179.448,276.274,0.0,12.347,0.848,46.134,82.078,319.763,0.0,61.248,25.305,570.318,615.8,298.794,0.0,75.148,29.666,72.65,96.91,366.458,0.0,43.374,19.114,2020-12-21,892.16,Unknown,2610.26,0.34,Low
27,62,179.448,186.521,252.135,0.0,14.259,7.187,82.078,148.599,272.155,0.0,91.826,25.305,615.8,723.867,284.357,0.0,108.067,0.0,96.91,121.585,334.993,0.0,40.338,15.663,2020-12-28,1031.97,Unknown,2610.26,0.4,Medium
28,62,186.521,256.277,252.51,0.0,70.604,0.848,148.599,409.141,239.453,0.0,284.318,23.776,723.867,1153.55,278.672,0.0,429.683,0.0,121.585,167.193,340.294,0.0,55.665,10.057,2021-01-04,1577.02,Unknown,2610.26,0.6,High
29,62,256.277,274.258,127.971,0.0,18.828,0.848,409.141,467.097,133.814,0.0,124.679,66.723,1153.55,1292.311,204.8,0.0,172.347,33.586,167.193,180.222,296.985,0.0,41.328,28.299,2021-01-11,1746.79,Unknown,2610.26,0.67,High
30,62,274.258,291.64,99.851,22.577,40.807,0.848,467.097,665.619,117.928,0.0,222.298,23.776,1292.311,1598.658,190.365,0.0,306.347,0.0,180.222,180.498,287.041,0.0,29.851,29.575,2021-01-18,2070.8,Unknown,2610.26,0.79,High
31,62,291.64,291.64,66.69,11.273,12.12,0.848,665.619,696.736,11.006,0.0,111.289,80.173,1598.658,1681.438,102.926,0.0,161.674,78.894,180.498,169.452,275.714,0.0,20.453,31.499,2021-01-25,2142.53,Unknown,2610.26,0.82,Very High
32,62,291.64,291.64,92.066,5.671,6.518,0.848,696.736,683.981,0.0,0.0,67.901,80.656,1681.438,1676.552,91.757,0.0,119.727,124.612,169.452,160.522,277.129,0.0,27.179,36.109,2021-02-01,2128.71,Unknown,2610.26,0.82,Very High
33,62,291.64,291.64,192.047,4.438,5.286,0.848,683.981,662.053,0.0,0.0,59.082,81.01,1676.552,1674.819,181.434,0.0,125.738,127.471,160.522,156.305,301.214,0.0,25.613,29.83,2021-02-08,2122.76,Unknown,2610.26,0.81,Very High
34,62,291.64,291.64,183.605,7.735,8.582,0.848,662.053,639.51,66.175,0.0,59.007,81.551,1674.819,1677.08,181.986,0.0,129.573,127.312,156.305,175.602,295.691,0.0,46.881,27.584,2021-02-15,2144.32,Unknown,2610.26,0.82,Very High
35,62,291.64,285.313,128.714,0.0,4.578,10.906,639.51,611.079,67.208,0.0,53.306,81.737,1677.08,1626.482,136.789,0.0,106.222,156.82,175.602,188.641,260.486,0.0,41.232,28.193,2021-02-22,2100.44,Unknown,2610.26,0.8,Very High
36,62,285.313,265.226,191.595,0.0,5.935,26.022,611.079,587.491,96.729,0.0,58.43,82.018,1626.482,1580.296,194.645,0.0,107.91,154.096,188.641,161.238,273.52,0.0,13.17,40.572,2021-03-01,2006.76,Unknown,2610.26,0.77,High
37,62,265.226,241.173,221.207,0.0,4.547,28.601,587.491,550.049,103.499,0.0,44.417,81.86,1580.296,1504.671,213.503,0.0,89.741,165.366,161.238,127.401,279.293,0.0,12.184,46.022,2021-03-08,1873.24,Unknown,2610.26,0.72,High
38,62,241.173,255.593,228.793,0.0,15.268,0.848,550.049,624.369,113.591,0.0,156.755,82.434,1504.671,1674.672,225.464,0.0,190.944,20.943,127.401,143.096,309.681,0.0,25.752,10.057,2021-03-15,2073.36,Unknown,2610.26,0.79,High
39,62,255.593,259.243,194.783,0.0,4.497,0.848,624.369,603.16,86.825,0.0,61.534,82.743,1674.672,1612.998,154.956,0.0,95.688,157.362,143.096,133.67,244.764,0.0,19.819,29.245,2021-03-22,2005.91,Unknown,2610.26,0.77,High
40,62,259.243,252.708,201.93,0.0,4.46,10.995,603.16,568.867,94.343,0.0,48.368,82.661,1612.998,1547.843,195.013,0.0,88.559,153.713,133.67,135.782,253.976,0.0,32.988,30.876,2021-03-29,1936.33,Unknown,2610.26,0.74,High
41,62,252.708,228.02,209.156,0.0,2.675,27.364,568.867,531.101,106.554,0.0,44.809,82.575,1547.843,1461.544,205.957,0.0,82.844,169.143,135.782,112.123,252.643,0.0,24.788,48.447,2021-04-05,1801.69,Unknown,2610.26,0.69,High
42,62,228.02,215.945,220.755,0.0,7.249,19.324,531.101,505.183,118.477,0.0,56.273,82.191,1461.544,1432.783,220.231,0.0,103.107,131.869,112.123,149.537,265.28,0.0,63.427,26.013,2021-04-12,1798.26,Unknown,2610.26,0.69,High
43,62,215.945,223.942,214.172,0.0,8.845,0.848,505.183,484.914,118.444,0.0,62.235,82.504,1432.783,1475.973,208.644,0.0,104.503,61.312,149.537,144.227,234.308,0.0,28.656,33.966,2021-04-19,1844.14,Unknown,2610.26,0.71,High
44,62,223.942,224.975,204.294,0.0,4.883,3.85,484.914,440.555,119.157,0.0,38.456,82.815,1475.973,1418.871,194.368,0.0,74.739,131.84,144.227,104.395,223.272,0.0,16.396,56.228,2021-04-26,1748.24,Unknown,2610.26,0.67,High
45,62,224.975,224.003,214.999,0.0,4.171,5.144,440.555,401.28,145.356,0.0,43.368,82.642,1418.871,1360.895,215.636,0.0,84.847,142.823,104.395,116.338,285.541,0.0,36.089,24.147,2021-05-03,1701.24,Unknown,2610.26,0.65,High
46,62,224.003,206.912,202.776,0.0,3.161,20.251,401.28,353.17,147.379,0.0,34.371,82.481,1360.895,1298.551,205.945,0.0,70.87,133.215,116.338,96.546,222.775,0.0,25.814,45.606,2021-05-10,1602.01,Unknown,2610.26,0.61,High
47,62,206.912,216.151,218.4,0.0,10.086,0.848,353.17,312.003,167.483,0.0,40.523,81.691,1298.551,1296.046,215.279,0.0,76.509,79.014,96.546,139.38,263.753,0.0,63.813,20.979,2021-05-17,1651.58,Unknown,2610.26,0.63,High
48,62,216.151,229.027,203.854,0.0,13.723,0.848,312.003,292.67,172.293,0.0,49.782,69.115,1296.046,1387.982,203.781,0.0,95.987,4.051,139.38,158.41,197.363,0.0,81.613,62.584,2021-05-24,1775.42,Unknown,2610.26,0.68,High
49,62,229.027,234.489,183.987,0.0,6.31,0.848,292.67,248.627,165.843,0.0,33.226,77.269,1387.982,1426.906,184.913,0.0,77.595,38.672,158.41,105.838,179.646,0.0,33.772,86.344,2021-05-31,1767.23,Unknown,2610.26,0.68,High
50,62,234.489,239.708,189.004,0.0,6.067,0.848,248.627,210.243,189.011,0.0,30.553,68.936,1426.906,1454.886,188.63,0.0,68.121,40.141,105.838,150.415,199.423,0.0,101.173,56.596,2021-06-07,1845.01,Unknown,2610.26,0.71,High
51,62,239.708,243.869,178.512,0.0,5.009,0.848,210.243,189.752,193.802,0.0,41.551,62.043,1454.886,1470.91,176.875,0.0,64.446,48.422,150.415,156.674,185.776,0.0,67.36,61.101,2021-06-14,1871.45,Unknown,2610.26,0.72,High
52,62,243.869,258.29,186.802,0.0,15.268,0.848,189.752,225.715,209.415,0.0,59.879,23.915,1470.91,1505.507,178.299,0.0,60.275,25.678,156.674,207.096,195.883,0.0,104.662,54.24,2021-06-21,1970.89,Unknown,2610.26,0.76,High
53,62,258.29,272.734,180.827,0.0,15.291,0.848,225.715,261.726,194.993,0.0,59.925,23.915,1505.507,1540.248,173.195,0.0,60.33,25.589,207.096,250.366,187.965,0.0,104.769,61.499,2021-06-28,2063.35,Unknown,2610.26,0.79,High
54,62,272.734,279.63,150.588,0.0,7.744,0.848,261.726,281.745,168.511,0.0,42.96,22.941,1540.248,1535.514,159.884,0.0,43.104,47.838,250.366,247.428,155.031,0.0,73.336,76.274,2021-07-05,2062.57,Unknown,2610.26,0.79,High
55,62,279.63,288.263,158.591,0.0,9.481,0.848,281.745,295.438,164.43,0.0,36.635,22.941,1535.514,1532.629,164.267,0.0,42.704,45.589,247.428,232.803,170.587,0.0,67.914,82.539,2021-07-12,2053.69,Unknown,2610.26,0.79,High
56,62,288.263,273.37,146.223,0.0,8.069,22.962,295.438,313.408,156.529,0.0,42.312,24.341,1532.629,1523.541,159.697,0.0,38.213,47.301,232.803,243.134,168.753,0.0,86.352,76.021,2021-07-19,2040.04,Unknown,2610.26,0.78,High
57,62,273.37,255.256,123.559,0.0,6.991,25.105,313.408,336.893,138.446,0.0,50.26,26.776,1523.541,1534.384,140.377,0.0,48.538,37.695,243.134,282.813,139.351,0.0,122.221,82.541,2021-07-26,2072.45,Unknown,2610.26,0.79,High
58,62,255.256,235.77,128.038,0.0,6.993,26.48,336.893,309.55,121.647,0.0,45.974,73.317,1534.384,1560.573,130.31,0.0,73.271,47.081,282.813,332.85,127.224,0.0,141.336,91.3,2021-08-02,2129.19,Unknown,2610.26,0.82,Very High
59,62,235.77,243.19,136.928,0.0,8.268,0.848,309.55,277.438,125.258,0.0,46.793,78.905,1560.573,1586.543,119.056,0.0,82.193,56.223,332.85,382.956,114.888,0.0,145.113,95.006,2021-08-09,2212.69,Unknown,2610.26,0.85,Very High
60,62,243.19,256.38,131.284,0.0,14.038,0.848,277.438,302.58,132.624,0.0,47.667,22.524,1586.543,1605.717,113.22,0.0,50.606,31.432,382.956,392.597,109.629,0.0,102.728,93.087,2021-08-16,2254.69,Unknown,2610.26,0.86,Very High
61,62,256.38,262.653,113.688,0.0,7.12,0.848,302.58,319.877,123.055,0.0,39.821,22.524,1605.717,1554.432,102.652,0.0,35.246,86.531,392.597,365.588,108.592,0.0,76.93,103.939,2021-08-23,2182.67,Unknown,2610.26,0.84,Very High
62,62,262.653,270.967,117.52,0.0,9.161,0.848,319.877,335.551,123.501,0.0,38.198,22.524,1554.432,1518.25,113.794,0.0,37.45,73.632,365.588,349.248,120.437,0.0,76.902,93.241,2021-08-30,2138.46,Unknown,2610.26,0.82,Very High
63,62,270.967,272.675,108.898,0.0,8.448,6.741,335.551,358.807,110.099,0.0,48.033,24.777,1518.25,1485.803,114.006,0.0,46.357,78.803,349.248,330.178,122.489,0.0,68.838,87.908,2021-09-06,2088.66,Unknown,2610.26,0.8,Very High
64,62,272.675,269.367,100.773,0.0,7.016,10.323,358.807,368.984,101.611,0.0,37.432,27.254,1485.803,1454.93,106.85,0.0,44.802,75.675,330.178,316.689,122.692,0.0,66.703,80.192,2021-09-13,2040.99,Unknown,2610.26,0.78,High
65,62,269.367,268.486,95.894,0.0,13.426,14.307,368.984,342.524,97.003,0.0,52.198,78.658,1454.93,1457.149,106.645,0.0,82.466,80.247,316.689,300.208,121.404,0.0,74.741,91.222,2021-09-20,2025.84,Unknown,2610.26,0.78,High
66,62,268.486,269.148,86.836,0.0,8.857,8.195,342.524,367.516,101.308,0.0,50.701,25.709,1457.149,1439.172,97.168,0.0,51.961,69.938,300.208,421.267,121.312,0.0,154.89,33.83,2021-09-27,2129.59,Unknown,2610.26,0.82,Very High
67,62,269.148,244.936,39.563,0.0,6.058,30.27,367.516,379.059,81.135,0.0,34.693,23.15,1439.172,1410.746,68.724,0.0,40.923,69.349,421.267,465.317,53.949,0.0,142.555,98.505,2021-10-04,2121.0,Unknown,2610.26,0.81,Very High
68,62,244.936,222.439,95.009,0.0,7.773,30.27,379.059,353.636,89.818,0.0,32.517,57.939,1410.746,1390.573,96.601,0.0,59.214,79.388,465.317,465.681,88.77,0.0,109.781,109.417,2021-10-11,2078.69,Unknown,2610.26,0.8,Very High
69,62,222.439,227.469,108.701,0.0,5.878,0.848,353.636,332.05,96.213,0.0,30.559,52.145,1390.573,1361.647,95.204,0.0,53.608,82.534,465.681,446.704,88.576,0.0,82.302,101.278,2021-10-18,2035.82,Unknown,2610.26,0.78,High
70,62,227.469,233.119,154.116,0.0,6.497,0.848,332.05,289.677,119.716,0.0,36.153,78.527,1361.647,1342.549,137.243,0.0,70.869,89.967,446.704,423.037,143.396,0.0,70.55,94.217,2021-10-25,1998.7,Unknown,2610.26,0.77,High
71,62,233.119,243.259,156.789,0.0,10.988,0.848,289.677,264.036,136.321,0.0,53.354,78.994,1342.549,1341.951,144.782,0.0,84.27,84.868,423.037,413.199,157.97,0.0,78.968,88.806,2021-11-01,1998.41,Unknown,2610.26,0.77,High
72,62,243.259,291.64,97.985,0.922,50.151,0.848,264.036,492.492,130.444,0.0,253.205,24.749,1341.951,1542.631,97.434,0.0,200.68,0.0,413.199,547.426,117.668,0.0,157.448,23.22,2021-11-08,2381.7,Unknown,2610.26,0.91,Very High
73,62,291.64,291.64,15.513,24.173,25.021,0.848,492.492,607.812,52.005,0.0,140.069,24.749,1542.631,1665.759,44.154,0.0,123.128,0.0,547.426,573.62,35.44,59.235,116.932,31.504,2021-11-15,2531.02,Unknown,2610.26,0.97,Very High
74,62,291.64,291.64,30.808,24.039,24.887,0.848,607.812,666.858,19.29,0.0,119.905,60.859,1665.759,1745.0,29.799,41.534,131.754,10.979,573.62,573.62,40.742,73.888,108.398,34.51,2021-11-22,2610.26,Unknown,2610.26,1.0,Very High
75,62,291.64,291.64,8.46,18.309,19.156,0.848,666.858,701.489,0.896,0.0,101.576,66.945,1745.0,1745.0,5.518,68.391,120.774,52.383,573.62,573.62,11.48,38.046,77.635,39.589,2021-11-29,2610.26,Unknown,2610.26,1.0,Very High
76,62,291.64,291.64,14.894,17.666,18.513,0.848,701.489,737.896,0.0,0.0,110.046,73.639,1745.0,1745.0,4.76,77.834,130.055,52.222,573.62,573.62,24.514,11.659,65.594,53.935,2021-12-06,2610.26,Unknown,2610.26,1.0,Very High
77,62,291.64,291.64,16.89,14.631,15.478,0.848,737.896,754.825,0.0,0.0,96.281,79.353,1745.0,1745.0,3.609,72.044,132.754,60.71,573.62,573.62,9.679,8.61,58.409,49.799,2021-12-13,2610.26,Unknown,2610.26,1.0,Very High
78,62,291.64,291.64,6.728,12.808,13.655,0.848,754.825,761.918,0.0,0.0,86.374,79.281,1745.0,1745.0,3.785,46.792,122.422,75.63,573.62,552.524,14.292,0.0,52.442,73.537,2021-12-20,2589.16,Unknown,2610.26,0.99,Very High
79,62,291.64,291.64,22.477,4.976,5.824,0.848,761.918,747.507,0.0,0.0,64.915,79.326,1745.0,1745.0,14.648,17.014,104.978,87.964,552.524,573.62,41.318,32.858,64.011,10.057,2021-12-27,2610.26,Summer,2610.26,1.0,Very High
80,62,291.64,291.64,36.842,13.324,14.172,0.848,747.507,756.593,0.0,0.0,88.79,79.704,1745.0,1745.0,28.394,90.382,147.492,57.11,573.62,573.62,48.894,15.473,45.417,29.944,2022-01-03,2610.26,Summer,2610.26,1.0,Very High
81,62,291.64,291.64,61.114,12.18,13.027,0.848,756.593,767.737,0.0,0.0,90.851,79.707,1745.0,1745.0,50.662,85.057,149.742,64.685,573.62,573.62,104.334,13.174,46.501,33.327,2022-01-10,2610.26,Summer,2610.26,1.0,Very High
82,62,291.64,291.64,97.63,8.373,9.221,0.848,767.737,760.134,0.0,0.0,72.36,79.963,1745.0,1745.0,72.727,29.342,132.815,103.472,573.62,561.683,115.795,0.0,38.071,50.008,2022-01-17,2598.32,Summer,2610.26,1.0,Very High
83,62,291.64,291.64,108.89,15.148,15.995,0.848,760.134,782.535,0.0,6.1,111.442,80.173,1745.0,1745.0,82.497,145.244,198.287,53.044,561.683,563.323,124.655,0.0,47.002,45.362,2022-01-24,2599.96,Summer,2610.26,1.0,Very High
84,62,291.64,291.64,48.682,6.695,7.542,0.848,782.535,782.535,0.0,2.283,83.974,80.656,1745.0,1745.0,21.948,40.898,144.624,103.726,563.323,573.62,73.55,2.517,54.289,41.475,2022-01-31,2610.26,Summer,2610.26,1.0,Very High
85,62,291.64,291.64,159.344,8.162,9.009,0.848,782.535,782.535,0.0,3.962,86.771,81.01,1745.0,1745.0,124.83,68.593,153.848,85.255,573.62,573.62,145.166,1.518,58.009,56.491,2022-02-07,2610.26,Summer,2610.26,1.0,Very High
86,62,291.64,291.64,89.886,4.576,5.423,0.848,782.535,755.523,0.0,0.0,54.54,81.551,1745.0,1739.333,69.353,0.0,116.942,122.609,573.62,573.62,76.19,0.374,74.041,73.666,2022-02-14,2604.59,Summer,2610.26,1.0,Very High
87,62,291.64,291.64,155.759,4.296,6.22,1.924,755.523,722.902,0.0,0.0,49.115,81.737,1739.333,1723.175,135.713,0.0,125.115,141.273,573.62,506.083,144.452,0.0,28.118,95.655,2022-02-21,2520.9,Summer,2610.26,0.97,Very High
88,62,291.64,291.64,152.856,0.467,4.648,4.181,722.902,677.821,19.148,0.0,36.937,82.018,1723.175,1665.273,141.337,0.0,109.285,167.187,506.083,479.851,169.373,0.0,56.014,82.246,2022-02-28,2436.76,Summer,2610.26,0.93,Very High
89,62,291.64,262.809,155.615,0.0,1.44,30.27,677.821,633.031,65.69,0.0,37.07,81.86,1665.273,1564.695,162.928,0.0,84.637,185.215,479.851,432.844,183.308,0.0,35.679,82.685,2022-03-07,2260.35,Summer,2610.26,0.87,Very High
90,62,262.809,237.589,191.929,0.0,5.05,30.27,633.031,616.677,82.881,0.0,66.08,82.434,1564.695,1590.588,197.845,0.0,134.438,108.544,432.844,416.118,195.217,0.0,68.384,85.111,2022-03-14,2244.3,Summer,2610.26,0.86,Very High
91,62,237.589,258.457,197.054,0.0,21.716,0.848,616.677,612.561,82.8,0.0,78.627,82.743,1590.588,1716.909,181.118,0.0,128.689,2.368,416.118,388.074,186.793,0.0,49.059,77.104,2022-03-21,2363.44,Summer,2610.26,0.91,Very High
92,62,258.457,284.79,169.017,0.0,27.18,0.848,612.561,727.117,78.413,0.0,137.566,23.011,1716.909,1745.0,105.998,144.942,173.033,0.0,388.074,414.437,172.657,0.0,47.86,21.497,2022-03-28,2444.23,Autum,2610.26,0.94,Very High
93,62,284.79,290.865,122.216,0.0,6.923,0.848,727.117,712.891,57.8,0.0,59.199,73.425,1745.0,1745.0,116.878,25.845,107.361,81.516,414.437,528.369,161.627,0.0,135.509,21.577,2022-04-04,2564.23,Autum,2610.26,0.98,Very High
94,62,290.865,291.64,82.881,17.268,18.891,0.848,712.891,750.269,58.424,0.0,103.46,66.082,1745.0,1745.0,82.84,115.315,143.092,27.776,528.369,573.62,99.498,46.591,117.862,26.02,2022-04-11,2610.26,Autum,2610.26,1.0,Very High
95,62,291.64,291.64,102.916,7.57,8.418,0.848,750.269,744.535,51.734,0.0,67.225,72.958,1745.0,1745.0,102.019,74.68,99.588,24.908,573.62,568.368,97.466,0.0,65.957,71.208,2022-04-18,2605.01,Autum,2610.26,1.0,Very High
96,62,291.64,291.64,95.932,9.154,10.002,0.848,744.535,794.705,50.966,0.0,132.255,82.085,1745.0,1745.0,94.664,142.198,144.851,2.652,568.368,573.62,84.946,15.286,98.923,78.386,2022-04-25,2610.26,Autum,2610.26,1.0,Very High
97,62,291.64,266.193,85.357,0.0,4.823,30.27,794.705,782.229,46.452,0.0,70.166,82.642,1745.0,1745.0,83.629,47.066,96.142,49.076,573.62,540.407,91.018,0.0,54.907,88.12,2022-05-02,2551.6,Autum,2610.26,0.98,Very High
98,62,266.193,270.989,137.319,0.0,5.643,0.848,782.229,773.539,50.186,0.0,73.792,82.481,1745.0,1745.0,106.773,0.358,92.685,92.326,540.407,518.472,113.581,0.0,68.237,90.173,2022-05-09,2534.46,Autum,2610.26,0.97,Very High
99,62,270.989,278.955,155.4,0.0,8.814,0.848,773.539,750.799,56.048,0.0,59.748,82.489,1745.0,1733.826,137.175,0.0,88.406,99.58,518.472,463.741,128.743,0.0,46.243,100.974,2022-05-16,2476.52,Autum,2610.26,0.95,Very High
100,62,278.955,283.536,143.273,0.0,5.429,0.848,750.799,720.28,58.739,0.0,51.988,82.507,1733.826,1717.088,136.001,0.0,85.642,102.381,463.741,414.444,135.776,0.0,41.558,90.854,2022-05-23,2415.07,Autum,2610.26,0.93,Very High
101,62,283.536,291.64,139.297,1.151,10.102,0.848,720.28,688.287,62.641,0.0,50.781,82.774,1717.088,1744.059,140.587,0.0,89.159,62.188,414.444,444.554,142.781,0.0,105.499,75.389,2022-05-30,2480.25,Autum,2610.26,0.95,Very High
102,62,291.64,291.64,126.184,4.745,5.592,0.848,688.287,642.696,70.141,0.0,36.957,82.548,1744.059,1745.0,128.564,0.966,83.213,81.306,444.554,444.735,133.275,0.0,83.07,82.888,2022-06-06,2481.38,Autum,2610.26,0.95,Very High
103,62,291.64,291.64,125.099,1.081,5.086,4.005,642.696,592.248,75.818,0.0,31.963,82.411,1745.0,1745.0,125.354,1.496,75.458,73.962,444.735,460.007,133.863,0.0,89.245,73.973,2022-06-13,2496.65,Autum,2610.26,0.96,Very High
104,62,291.64,277.316,125.871,0.0,3.901,18.225,592.248,542.905,82.409,0.0,32.94,82.283,1745.0,1736.337,123.674,0.0,76.102,84.765,460.007,441.604,124.658,0.0,65.89,84.294,2022-06-20,2455.26,Autum,2610.26,0.94,Very High
105,62,277.316,262.405,138.384,0.0,4.56,19.471,542.905,492.06,90.24,0.0,31.456,82.3,1736.337,1717.248,122.984,0.0,78.396,97.486,441.604,435.765,129.195,0.0,78.084,83.923,2022-06-27,2415.42,Winter,2610.26,0.93,Very High
106,62,262.405,265.412,159.486,0.0,3.854,0.848,492.06,440.624,100.013,0.0,30.745,82.182,1717.248,1695.262,133.469,0.0,75.115,97.101,435.765,474.237,135.488,0.0,110.909,72.437,2022-07-04,2434.91,Winter,2610.26,0.93,Very High
107,62,265.412,267.918,154.108,0.0,3.353,0.848,440.624,388.885,108.191,0.0,30.3,82.039,1695.262,1659.715,131.303,0.0,72.829,108.376,474.237,517.5,119.96,0.0,126.653,83.39,2022-07-11,2445.13,Winter,2610.26,0.94,Very High
108,62,267.918,271.935,148.582,0.0,4.865,0.848,388.885,336.452,118.205,0.0,29.415,81.848,1659.715,1622.754,131.62,0.0,72.576,109.537,517.5,573.62,109.872,1.908,144.277,86.249,2022-07-18,2468.31,Winter,2610.26,0.95,Very High
109,62,271.935,273.839,137.33,0.0,2.751,0.848,336.452,285.971,128.605,0.0,23.781,74.262,1622.754,1574.168,128.674,0.0,63.363,111.95,573.62,573.62,86.717,8.254,121.334,113.08,2022-07-25,2421.63,Winter,2610.26,0.93,Very High
